,IsHoliday,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,1mRos,2mRos,3mRos,Year_sin,Year_cos,Month_sin,Month_cos,Day_sin,Day_cos,Week_of_Year_sin,Week_of_Year_cos,Next week
0,-0.2758386421836852,0.27745640375268965,-1.8874972825691056,-1.205141389472508,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9572215160813093,1.0650795565859483,0.41116706819248855,0.6520133590539843,0.27745640375268965,-1.0518474122815582,-1.051847412283884,1.255009068283339,0.7859719936074415,1.179735825315721,0.8012184108144182,1.4891005776780415,1.4891005776780415,9766.32
1,3.6253078686998625,2.397636899360068,-1.876623897390586,-1.2621826839482282,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9017485718785379,1.0650795565859483,1.9392080808312375,2.918011227324601,2.397636899360068,-1.0518474122815582,-1.051847412283884,1.255009068283339,0.7859719936074415,0.9046938518665164,-1.0483689235081448,1.3898267107574078,1.3898267107574078,9574.95
2,-0.2758386421836852,0.03470696278840011,-1.911574064035828,-1.342991184455499,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8832331633770388,1.0650795565859483,1.3132260063630405,1.9897154325206297,0.03470696278840011,-1.0518474122815582,-1.051847412283884,1.255009068283339,0.7859719936074415,-0.9116305899347382,-1.048368923508145,1.275511724098605,1.275511724098605,9067.36
3,-0.2758386421836852,-0.5994956887765945,-1.5069288013209148,-1.2312853161072133,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8708773505771246,1.0650795565859483,0.771696015977707,1.1866572726491844,-0.5994956887765945,-1.0518474122815582,-1.051847412283884,1.255009068283339,0.7859719936074415,-1.1866725633839434,0.8012184108144182,1.1475931949859668,1.1475931949859668,10584.22
4,-0.2758386421836852,-0.3787479168267288,-1.4712019643057783,-1.0791751975052928,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8585215377772212,1.0650795565859483,0.5352286216701189,0.7991943383022743,-0.3787479168267288,-1.0518474122815582,-1.051847412283884,1.4423130210827386,0.06810528269923297,1.179735825315721,0.8012184108144182,1.0076797731431446,1.0076797731431446,9594.96
5,-0.2758386421836852,-0.46153319797675263,-0.6456013611081718,-0.979352932172783,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8461657249773069,1.0650795565859483,-0.49509148076752707,0.511392743619026,-0.46153319797675263,-1.0518474122815582,-1.051847412283884,1.4423130210827386,0.06810528269923297,0.9046938518665164,-1.0483689235081448,0.8575309510294701,0.8575309510294701,9336.46
6,-0.2758386421836852,-0.6811129694087474,-0.8320022498827959,-0.8533867402055668,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9081794585789673,1.0650795565859483,-0.7530417393251563,0.23876829795751692,-0.6811129694087474,-1.0518474122815582,-1.051847412283884,1.4423130210827386,0.06810528269923297,-0.9116305899347382,-1.048368923508145,0.6990349372013988,0.6990349372013988,9084.27
7,-0.2758386421836852,-0.024930278468549227,-1.1271369904426178,-0.8248660929677066,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9825881294169815,1.0650795565859483,-0.5459934448018182,0.209628029169393,-0.024930278468549227,-1.0518474122815582,-1.051847412283884,1.4423130210827386,0.06810528269923297,-1.1866725633839434,0.8012184108144182,0.534184910994347,0.534184910994347,9162.68
8,-0.2758386421836852,2.396369402501785,-0.5314308167337146,-0.8557634608087226,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.0569968002549956,0.7013161845689025,0.45403770528271176,0.762035998744285,2.396369402501785,-1.0518474122815582,-1.051847412283884,1.2550090682833392,-0.6497614282089753,0.5463538888975398,1.3613762094885786,0.3650539571360822,0.3650539571360822,9530.57
9,-0.2758386421836852,0.5327207539695801,-0.1345522577177434,-0.7345507100478169,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.13140547109301,0.7013161845689025,0.8123234311206242,0.8055978131294667,0.5327207539695801,-1.0518474122815582,-1.051847412283884,1.2550090682833392,-0.6497614282089753,1.3462525503979972,-0.318564223823816,0.19376899550343799,0.19376899550343799,9076.62
10,-0.2758386421836852,-1.0255130628506082,-0.27435292429871244,-0.6442353271279271,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.182042041922322,0.7013161845689025,0.6882166702514231,0.5384387908259105,-1.0255130628506082,-1.0518474122815582,-1.051847412283884,1.2550090682833392,-0.6497614282089753,-0.14452014880368586,-1.3875013148111193,0.022484033870793767,0.022484033870793767,8829.31
11,-0.2758386421836852,-0.7129993835466393,-0.17416244658235142,-0.6751326949689419,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.2009825050789105,0.7013161845689025,0.4402665984845948,0.37147412163383225,-0.7129993835466393,-1.0518474122815582,-1.051847412283884,1.2550090682833392,-0.6497614282089753,-1.3959076035133626,-0.03129441745955526,-0.146646919987471,-0.146646919987471,8858.64
12,-0.2758386421836852,-0.786146497460302,0.0487419495773037,-0.7107835040162673,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.2199229682354988,0.7013161845689025,-0.7065732174160462,0.18201525937906982,-0.786146497460302,-1.0518474122815582,-1.051847412283884,1.2550090682833392,-0.6497614282089753,-0.2841245464392719,1.4483774661323987,-0.31149694619452273,-0.31149694619452273,8814.17
13,-0.2758386421836852,-0.7474467469681597,0.4106703419480321,-0.5800638708427416,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.2388633928837858,0.7013161845689025,-1.1678897063972673,-0.378216353988899,-0.7474467469681597,-1.0518474122815582,-1.051847412283884,0.7432851527768967,-1.1752763336561434,1.3746825546280403,0.2589537276419443,-0.46999296002259405,-0.46999296002259405,10186.33
14,-0.2758386421836852,-0.6581985296192469,0.5636744048172027,-0.5349061793827962,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.2400381657015649,0.7013161845689025,-1.0355255816261384,-0.5016431386393685,-0.6581985296192469,-1.0518474122815582,-1.051847412283884,0.7432851527768967,-1.1752763336561434,0.41391229383796724,-1.3289997063487655,-0.6201417821362686,-0.6201417821362686,10882.43
15,-0.2758386421836852,-0.6926631967521435,0.5489176677892118,-0.6014543562711364,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.1346187194699078,0.7013161845689025,-1.0281973075647899,-0.5182390035434868,-0.6926631967521435,-1.0518474122815582,-1.051847412283884,0.7432851527768967,-1.1752763336561434,-1.255213240392051,-0.59109483182552,-0.7600552039790908,-0.7600552039790908,11196.08
16,-0.2758386421836852,-0.7835855481766726,0.8230823083618883,-0.7606946366825222,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-1.0291992732382615,0.7013161845689025,-1.0272744532264966,-0.5903524557971426,-0.7835855481766726,-1.0518474122815582,-1.051847412283884,0.7432851527768967,-1.1752763336561434,-0.7999469196511596,1.220337192482887,-0.8879737330917288,-0.8879737330917288,12086.18
17,-0.2758386421836852,-0.6152939772627676,0.7500752935918273,-0.8890375492528921,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9237798270066044,0.7013161845689025,-0.9796523633945192,-0.6177417589569139,-0.6152939772627676,-1.0518474122815582,-1.051847412283884,0.044257284471055224,-1.367628139117184,1.0070585488238168,1.0310345690429183,-1.0022887197505315,-1.0022887197505315,29354.03
18,-0.2758386421836852,-0.6537298461564274,0.934146171256768,-0.9769762115696272,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8183603807749473,0.7013161845689025,-0.9780420449292194,-0.6128640218141799,-0.6537298461564274,-1.0518474122815582,-1.051847412283884,0.044257284471055224,-1.367628139117184,1.0990538721424894,-0.837728806352089,-1.1015625866711656,-1.1015625866711656,9686.01
19,-0.2758386421836852,-0.8311361470375738,1.094916937824882,-1.0506545502674327,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8194097705562212,0.7013161845689025,-1.0279416519710736,-0.7564729255018291,-0.8311361470375738,-1.0518474122815582,-1.051847412283884,0.044257284471055224,-1.367628139117184,-0.6800903016305637,-1.2143915521481545,-1.1845469073770631,-1.1845469073770631,10617.98
20,-0.2758386421836852,-0.8173364372153146,1.0770535193173134,-1.0126270206169525,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8630467640576165,0.7013161845689025,-1.0401039991794636,-1.3289281635609829,-0.8173364372153146,-1.0518474122815582,-1.051847412283884,0.044257284471055224,-1.367628139117184,-1.3109093211385758,0.5402974183175142,-1.2501981058867242,-1.2501981058867242,9685.39
21,-0.2758386421836852,-0.4807316657482851,0.8991960046115257,-0.9745994909664725,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9066837190507105,0.2809673991269784,-0.991613615654192,-1.5094537546157896,-0.4807316657482851,-1.0518474122815582,-1.051847412283884,-0.6547705838347864,-1.1752763336561436,0.5463538888975398,1.3613762094885786,-1.2976905802871768,-1.2976905802871768,9910.04
22,-0.2758386421836852,-0.6771071602252325,0.8906526305426888,-1.038770947251658,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9503206740438045,0.2809673991269784,-1.0000377792422641,-1.4473924478640257,-0.6771071602252325,-1.0518474122815582,-1.051847412283884,-0.6547705838347864,-1.1752763336561436,1.3462525503979972,-0.318564223823816,-1.3264270851570594,-1.3264270851570594,10935.55
23,-0.2758386421836852,-0.7840916817344169,1.0995769600442478,-1.0839286387116023,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.953337222005948,0.2809673991269784,-0.9830850074028337,-1.46005607064502,-0.7840916817344169,-1.0518474122815582,-1.051847412283884,-0.6547705838347864,-1.1752763336561436,-0.14452014880368586,-1.3875013148111193,-1.3360462422743251,-1.3360462422743251,10053.97
24,-0.2758386421836852,-0.7714037353680575,0.9574462823535957,-1.1195794477589276,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.9021931502435511,0.2809673991269784,-0.9665328665852638,-1.457429952448742,-0.7714037353680575,-1.0518474122815582,-1.051847412283884,-0.6547705838347864,-1.1752763336561436,-1.3959076035133626,-0.03129441745955526,-1.3264270851570594,-1.3264270851570594,11186.17
25,-0.2758386421836852,-0.7906411364901849,0.9015260157212086,-1.0435243884579675,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.8510490784811432,0.2809673991269784,-1.0782107125233584,-1.4651241397110155,-0.7906411364901849,-1.0518474122815582,-1.051847412283884,-0.6547705838347864,-1.1752763336561436,-0.2841245464392719,1.4483774661323987,-1.2976905802871768,-1.2976905802871768,10704.19
26,-0.2758386421836852,-0.8618372569462176,1.1819040192530392,-1.0744217562989833,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.7999050067187463,0.2809673991269784,-1.1447793760506415,-1.5013981678716914,-0.8618372569462176,-1.0518474122815582,-1.051847412283884,-1.1664944993412285,-0.6497614282089762,1.3039725830703537,0.5402974183175142,-1.2501981058867242,-1.2501981058867242,8109.26
27,-0.2758386421836852,-1.1134159166400472,1.226174230337013,-0.919934917093907,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.7487609349563495,0.2809673991269784,-1.263453455553368,-1.5763465640350034,-1.1134159166400472,-1.0518474122815582,-1.051847412283884,-1.1664944993412285,-0.6497614282089762,0.6731535635623419,-1.2143915521481543,-1.1845469073770634,-1.1845469073770634,8827.23
28,-0.2758386421836852,-0.7608268417895543,1.1857873711025113,-0.9864830939822472,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.7612944250690441,0.2809673991269784,-1.259642004781192,-1.5722925711269582,-0.7608268417895543,-1.0518474122815582,-1.051847412283884,-1.1664944993412285,-0.6497614282089762,-1.1059906102107113,-0.8377288063520892,-1.1015625866711658,-1.1015625866711658,9564.15
29,-0.2758386421836852,-0.9545635202816816,1.1143336970722386,-1.0934355211242224,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.7738279151817388,0.2809673991269784,-1.31871247680984,-1.6327264243486361,-0.9545635202816816,-1.0518474122815582,-1.051847412283884,-1.1664944993412285,-0.6497614282089762,-1.0139952868920388,1.0310345690429181,-1.0022887197505317,-1.0022887197505317,10052.27
30,-0.2758386421836852,-0.41505975514900023,0.9333695008868744,-1.1932577864567333,-0.14718171641545183,-0.10685022182676115,-0.13433691923984464,-0.10101525445522107,-0.27684000711083384,-0.7863614052944444,0.2809673991269784,-1.157713366666895,-1.5902122831734498,-0.41505975514900023,-1.0518474122815582,-1.051847412283884,-1.3537984521406283,0.06810528269923262,0.7930101815829373,1.220337192482887,-0.8879737330917291,-0.8879737330917291,11835.48
